text,label
"Otto Preminger's noir classic works almost as a flip-side of LAURA...while that film was glitzy and features the high fa-luting Clifton Webb, this film is a whole lot seamier. Dana Andrews is a less than good cop who accidentally kills a man only to have it potentially pinned on the father of the girl he loves. Preminger keeps things moving at a brisk clip so that lapses in logic are easily overlooked. Andrews is quite fine (a lot less wooden than he's been in the past) and the stunningly beautiful Gene Tierney is stunningly beautiful! Creepy Craig Stevens plays the unlucky victim. WHERE THE SIDEWALK ENDS is a must see and a terrific companion-piece to Preminger's equally lurid WHIRLPOOL (also starring Tierney).",1
"The first review I saw of Page 3 said ""what is madhur bhandarkar finally wants to say?"". Should he say something so decisive.<br /><br />The most beautiful thing about Page 3 is it doesn't take sides. No propaganda whatsoever. This is the film that captures so many angles of an issue(I don't know what do I call as an ""issue"" here) and yet like any mediocre movie doesn't come up with an solution. I was so intrigued when I realized that the movie ended almost in the same scenario just like it started.<br /><br />The movie defines so many characters who are completely with completely different priorities and different ideologies and yet they are all a part of the system which is all the more apathetic. I wish i can say more but there would be more spoilers ahead. So watch Page 3 if you wanna see one of the most mature films of the recent times.",1
"This review is dedicated to the late Keith Moon and John Entwistle.<br /><br />The Original Drum and Bass.<br /><br />There seems to be very little early Who footage around these days, if there is more then lets be 'aving it, now-a-days it tends to be of a very different kind of Who altogether, a parody, a shadow of their (much) better years. To be fair, not one of them has to prove anything to anyone anymore, they've earned their respect and with overtime.<br /><br />This concert footage for me is one of their best. To command an audience of around a 400,000 plus strong crowed takes skill, charisma, wit and a whole lot of bloody good music.<br /><br />We all know of the other acts on the bill, The Doors (their last ever show weeks before Jim Morrison died), Moody Blues, Hendrix, Taste, Free and many more. The point being that whoever were there it was The Who that the majority had come to see. This show was one year after the Great Hippie Fest of the 1960's; Woodstock. The film and record had come out and so had The Who's greatest work to date, Tommy. The ever hungry crowd wanted a taste, to be able to experience their own unique event, to be able to ""Grove and Love"" in the knowledge that this gig was their own. To do this you needed the best of what Rock 'n Roll had to throw at the hungrily baited crowd.<br /><br />At two 'o clock in the morning in late August 1970 the M.C. announces, ""Ladies and Gentlemen, a small Rock 'n Roll band from Shepherds Bush London, the 'OO"".<br /><br />John Entwistle's body suit is of black leather, on the front is the out line of a human skeleton from neck to toe, Roger dressed in his traditional stage outfit of long tassel's and long flowing hair, Keith in a white t-shirt and jeans, as Pete had his white boiler suit and Doc Martins that he'd preferred to wear.<br /><br />The Who never stopped their onslaught of High Energy Rock for over two hours, performing theirs and other artists' greatest tracks such as Young Man Blues, Shaking' all Over, and then as on queue, Keith baiting the crowed to ""Shut up, it's a bleeding Opera"" with Tommy, the Rock Opera. The crowed went wild. This is what they had come to hear, and the Who didn't disappoint, straight into Overture and never coming up for air until the final note of ""Tommy can you Hear me?"" Amazing.<br /><br />To capture a show of this magnitude of a band of this stature at their peak at a Festival that was to be the last of its kind anywhere in the World was a fantastic piece of Cinematic History.<br /><br />The English DVD only comes in a soundtrack of English/Linear PCM Stereo, were as in the States, I think, you can get it with 5.1 at least, ""Check local press for details"" on that, okay.<br /><br />The duration of the DVD is 85 minutes with no extras, which is a disappointment. Yes, for a slice of Rock and Festival History this DVD would send you in a nostalgia trip down memory lane the moment you press play, for some of the best Who concert footage as it was meant to be, Live, Raw and in your Face!<br /><br />I would have given this DVD ten if it wasn't for the lack of 5.1, and some extras would have been nice.<br /><br />Thanks Roger, Pete, John and Keith.",1
"Although there are a lot of familiar ""television"" names associated with ""A Man Called Sledge"", there is nothing extraordinary about the film itself or about any of the performances. In fact, the only thing that distinguishes it from a 1960's-70's television series like ""The Rat Patrol"" is a bigger cast and a lot more violence. <br /><br />James Garner is the biggest star and apparently thought he should try to break away from all the light comedy stuff he had been doing (""Maverick"", ""Support Your Local Sheriff""-""Gunfighter"" etc.). Unfortunately his earthy likability works against him, as Sledge is a humorless character written to cash in on the popularity of Clint Eastwood's spaghetti western character. But Eastwood's stuff was not this flat and uninteresting.<br /><br />I suppose that ""A Man Called Sledge"" could be classified as a spaghetti western although the pacing is too slow to really fit that sub-genre. Fans of the slow-paced ""Combat"" television series will feel an instant connection as Vic Morrow directed the film and co-wrote the script with Frank Kowalski. Throw in some then trendy slow-mo shots and cross-dissolves, which call attention to themselves rather than serve a story-telling purpose. <br /><br />The plot is the standard ""big heist"" thing (insert ""The War Wagon"" here) with Sledge plotting how to heist a $300,000 gold shipment. His gang includes Claude Akins and Dennis Weaver. The problem is that while on the move the shipment is guarded by 40 outriders and while stopped it is locked in a vault inside the territorial prison. I think there was an episode of ""Alias Smith and Jones"" with the same plot.<br /><br />The story would make a decent hour of television but gets old very fast as a very padded feature length film. Garner does not allow any of his charm to leak into his characterization and the film does not generate enough suspense to hold a viewer's interest.<br /><br />The thing finally crashes and burns shortly after the heist when the gang engages in a contrived and totally illogical card game. <br /><br />Then again, what do I know? I'm only a child.",0
"what is wrong with you people, if you weren't blown away by the action car sequences and jessica Simpsons hot body then you are majorly screwed in the head. Of course the film isn't a masterpiece, i don't think it was aiming to be. It was fun and funny, i never watched the show when i was younger, i only recently saw one episode, and when i watched the movie, i felt it had the same kind of atmosphere. The movie seats were practically shaking, and the car sequences were good because it didn't bore me and drag out like some of the scenes in 2fast 2furious. and jessica Simpson is plain hot, i just wish they had used her more in the action sequences. All in all, i had a hell of a time watching this and i would go and see it again soon and i will buy it on DVD. People, enjoy it for what it is.",1
"Seven Pounds stars Will Smith as Ben Thomas, an IRS collection agent who has an ulterior motive for meeting those who have gotten behind on their tax payments. Thomas caused the deaths of seven people whilst driving talking on his phone and the movie follows his attempt to try and atone for his, quite frankly, unforgivable crime.<br /><br />The story line is as subtle as a brick through a green house window. What you see is exactly what is happening - even the ending of Titanic was more surprising when compared to Seven Pounds. There is absolutely no twist whatsoever, there is never any confusion or doubt as to what is happening.<br /><br />Normally I only like Will Smith when is in full Bad Boys mode. The guy is at his best when sporting a gun, driving a Ford GT and saying ""Aw Hell Nah"" as whenever he tries to act serious it only comes across as a pathetic attempt at trying to gain an Oscar which he is so obviously is desperate for. This is probably the main reason why I wasn't looking forward to the movie, although here he is very understated. There are flashes of comedy but they are subtle, in fact it was the most understated Will Smith performance I have ever seen and for that reason alone he was fantastic and ironically should be nominated for a major award.<br /><br />The supporting cast were all grand too - Rosario Dawson looked pretty much at deaths door the whole film and Woody Harrelson and Barry Pepper were fine as where all the other bit players.<br /><br />Overall it is a weepy - but it isn't throwing all the usual clichés and sentimental violins to give you no other choice but to cry. There were a few times that even my hardened heart nearly broke. You will be hard pressed not to find one of the situations that does not relate to your own life which makes it seem all the more real.<br /><br />I would give it 8/10. The Will Smith show moves onto drama without all the desperation of The Pursuit of Happiness and comes of all the better for it.",1
"I remember this movie in particular when I was a teenager, my best friend was telling me all about this movie and how it freaked her out as a kid. Of course being the blood thirsty gal that I am, I had to go out and find this movie. Now I don't know how to put this without loosing credibility, so I'm just going to say it, I actually had fun watching this movie! I know that it's stupid, not the best story and beyond bloody and gruesome, but that's what I was looking for and The Dentist delivers in the scares, blood, sex, and crazy psychopaths. Sometimes I just need a fun movie like this to just let loose and get grossed out by.<br /><br />Dr. Alan Feinstone is obsessed with order and cleanliness. On the day of his wedding anniversary, he spies his wife Brooke having sex with their filthy pool man, Matt. At his dental practice, Feinstone's first patient of the day is young Jody Saunders, there for his very first dental appointment. Feinstone begins to clean Jody's teeth. Everything goes smoothly at first, until he imagines that Jody's teeth are brown and rotten. His dental pick slips, stabbing Jody in the gums. Jody's mother picks up her crying, bleeding child and leaves angrily. Feinstone sees his second patient, beauty queen April Reign. Alone with April, Feinstone sedates her with nitrous oxide so that he can fill a cavity in one of her molars. As she drifts off into unconsciousness, Feinstone imagines that she has transformed into his wife. He begins kissing and fondling her on the dental chair, then begins to choke her. April starts to cough and half-wakes up from the gas. Feinstone snaps out of his trance and quickly re-buttons April's blouse. Feinstone decides to end the day early and sends his staff and patients home. Later that night, Brooke meets Feinstone at his practice. He reveals his new Italian opera-themed patient room. He encourages Brooke to try out the room's dental chair. When she does, Feinstone binds her to the chair and sedates her with nitrous oxide. With operatic music blaring in the background, he begins to pull out Brooke's teeth. Feinstone has gone off the deep end and is definitely not going to let anybody stand in his way of cleanliness.<br /><br />Honestly, as silly as this movie sounds, I did have a lot of fun watching The Dentist. The best scene without a doubt is when he teaches that nasty IRS agent a lesson in hygiene that I'm sure he'll never forget. Man, I don't think I've brushed my teeth so much after I watched The Dentist. Yeah, I am going to warn you, this movie is in no way for the faint of heart, it's very bloody. There's stabbing, gun shots and just these brutal dental torture scenes that will make your stomach turn. Yet somehow I just enjoyed this movie, if I ever want just a good gore movie that was made for true horror fans, I slip it in my DVD player, and that's the ""tooth"" LOL! I am so funny! Um, yeah, I try, give me a little credit.<br /><br />7/10",1
"Sequel to ""The Kingdom"" is bloodier and even more twisted. I only saw half (I was exhausted and couldn't sit through all 5 1/2 hours) but I loved what I saw. Ghosts, blood, murder, poisoning, mutated babies, voodoo...this has it all! If you have a strong stomach and like weird movies this is for you.<br /><br />Also, you don't have to see Part 1 to understand this...you'll figure it out!<br /><br />Does anyone know if Kingdom 1 and 2 are available on DVD? Sitting through these marathon movies in a theatre is tiring. <br /><br />Sadly, there probably won't be a ""Kingdom 3""--Ernst-Hugo Jaregard (Sig) died a year after this was filmed. But you never know!",1
"As I watched this movie I began to feel very nostalgic. As a child growing up in a rural area I felt as if I was a kid again! The swimming pond (it's called a ""tank"" in Central Texas), the running through the countryside like a wild free spirit! The story was very believable and I totally lost it and cried toward the end. Through the pain we go through in life...life goes on and there can be forgiveness.",1
"Generally it was a good movie with an ideal ending; the acting was spectacular and the characters didn't stray from their persons. I especially liked the plot, although you knew what was going to happen it still gave the element of surprise through out the entire movie. However, I find that coming on to the ending it could have been a little longer (extended maybe)- to me it seemed like it was rushed a bit; as if the writer was trying to take linens off the lines before the rain fell. For instance- What happened to Tristan's brother, Hayden? For all we know he died in the hospital. Maybe he was the one that setup the entire thing?! Who knows! Maybe there will be a sequel? Maybe? If there is.. I cant wait to see it.",1
"As a low budget enterprise in which the filmmakers themselves are manufacturing and distributing the DVDs themselves, we perhaps shouldn't expect too much from Broken in disc form. And yet what's most remarkable about this whole achievement is the fact that this release comes with enough extras to shame a James Cameron DVD and a decidedly fine presentation.<br /><br />With regards to the latter, the only major flaw is that Broken comes with a non-anamorphic transfer. Otherwise we get the film in its original 1.85:1 ratio, demonstrating no technical flaws and looking pretty much as should be expected. Indeed, given Ferrari's hands on approach in putting this disc together you can pretty much guarantee such a fact.<br /><br />The same is also true of the soundtrack. Here we are offered both DD2.0 and DD5.1 mixes and whilst I'm uncertain as to which should be deemed the ""original"", the fact that Ferrari had an involvement in both means neither should be considered as inferior. Indeed, though the DD5.1 may offer a more atmosphere viewing experience owing to the manner in which it utilises the score, both are equally fine and free of technical flaws.<br /><br />As for extras the disc is positively overwhelmed by them. Take a look at the sidebar on the right of the screen and you'll notice numerous commentaries, loads of featurettes and various galleries. Indeed, given the manner in which everything has been broken down into minute chunks rather than compiled into a lengthy documentary, there really is little to discuss. The 'Anatomy of a Stunt' featurette, for example, is exactly what it claims to be, and the same goes for the rest of pieces. As such we get coverage on pretty much ever aspect of Broken's pre-production, production and post-production. And whilst it may have been preferable to find them in a more easily digestible overall 'making of', in this manner we do get easy access to whatever special feature we may wish to view.<br /><br />Of the various pieces, then, it is perhaps only the commentaries which need any kind of discussion. Then again, there's also a predictable air to each of the chat tracks. The one involving the actors is overly jokey and doesn't take the film too seriously. Ferrari's pieces are incredibly enthusiastic about the whole thing. And the technical ones are, well, extremely technical. Of course, we also get some crossover with what's been covered elsewhere on the discs, but at only 19 minutes none of these pieces outstay their welcome. Indeed, all in all, a fine extras package.",1
"What? Is Jamie Foxx supposed to be funny?Does he really believe he is funny?Well, it's funny watching his confidence in being funny.The man has no identity whatsoever...I mean you can immediately see who his idols are, Denzel Washington and Martin Lawrence, because he tries really hard to imitate them in most of his movies.The only problem is that he does it bad, uneven, and what comes out are some parts where he somewhat looks like Denzel, with that macho-s**t attitude and then abruptly goes to being Martin Lawrence, the funny and clumsy-silly comic. There's no personal touch to all that, I mean he contributes nothing to the personality he tries to sell, and I'm sure he has nothing to say personally. He really is Mr. Dull-boy in person.<br /><br />I was really hoping Hollywood, and the black community in America would find somebody better to launch into super stardom, like Don Cheadle for example, but perhaps the pathetic Jamie better represents the generation that remixes the old.",0
"I have NOT seen this movie, but I must. Having read all three of Thor Heyerdahl's books (Kon Tiki, Ra and Aku Aku) I am actively looking for a copy of this movie.<br /><br />The thesis that Peruvians migrated to Polynesia is alive and well. Considering that this crew had NO GPS, and only an old fashioned valve (tube) radio with a 6-watt output, their voyage was heroic to say the least.<br /><br />Please reply to this message if you can tell me the location of a copy of this video.<br /><br />I would be interested in buying it.",1
"How this film could miss so many of the fascinating, complex and mysterious aspects of the original story or the original movie is truly remarkable. An unbelievably thin and unengaging plot, ankle-deep characterisation/motivation and a really awful soundtrack (replacing tension with vast swathes of noise, replacing the arcane musical references of the original for digitised crashes and roars. Then there are the specific references to the original which are merely ""plastered on"" over the cracks... Dreadful. In a world where gormless, brain-dead Amerikan remakes of The Italian Job (a tear appears), Get Carter (sobs uncontrollably) and Alfie have desecrated our screens recently, this one takes the proverbial biscuit. Execrable nonsense. How Ellen Burstyn ever got involved is a wonder... Rubbish.",0
"Users who have rated this movie so highly simply can't have seen enough good films to compare it with. Have they all been brainwashed?? I have rarely felt so disappointed by a film and some of that must be attributable to the ridiculous hype surrounding this movie.<br /><br />From the first, BU is just a chase film. We pick it up at the end of one chase and go straight into another. And another. And another. And another. Do you see a pattern emerging? There is virtually no time 'wasted' on plot, character development, or boring old reality.<br /><br />If you haven't see the other two Bourne films, you're pretty lost. If you have - you only WISH you were lost - somewhere a long way from a cinema.<br /><br />Paul Greengrass's dispassionate style worked exceptionally well on United 93 which was a sentiment overload desperate to happen, but on Bourne and his interminable woes it just has the effect of removing the audience from involvement with the character. He runs. He jumps. He punches. He gets blown up. He clears tall buildings. Yada yada yada. Above all - he SURVIVES. He survives like a plastic Action Man survives, which only makes the ridiculous stunts he pulls all the more slack and lacking in any kind of tension. So he drives off a building? So what? He'll survive. Yawn.<br /><br />There's a girl thrown into the mix because Bourne's love interest died in a previous incarnation, but she's just decor. I've seen more character depth and snappy dialogue in episodes of Captain Scarlet.<br /><br />Bourne's own journey of literal self-discovery is dull and formless and tells us nothing we didn't know from the first movie. He was turned into a killing machine. Big deal. He finds out his true identity. So what? It doesn't have any emotional resonance when it comes.<br /><br />The 'twist' ending is telegraphed and weak. Oh, dear, the more I think about this film the more I hate it! I've already reduced my score to 4 during the writing of this comment! I'd better end now before the slide continues.<br /><br />I love a good action flick and I love a good thriller. The Bourne Ultimatum is neither. It's a loud, tedious series of flashy edits, ridiculous sound effects and cartoon violence. <br /><br />The idea that it 'shows the way' to the Bond franchise is utter crap. Casino Royale blows it out of the water.",0
"I just couldn't stop laughing!! This movie is incredibly funny and stupid! But, never mind that, it is very entertaining! In this film, you don't need to pay attention to anything! The acting is the same - LAME! The dinosaurs are the same - RUBBER (Oh, my I could see the stick that holds T-Rex head for a moment.) The raptors are the same from the Carnosaur 2, T-Rex is also the same, but... in some scenes his head looks kinda stuffed and it looks like some kind of project failure from kindergarten. Action is fast, sometimes too fast, actually I talk about fast editing, they edited it so fast, so that we cannot see the rubber dinosaurs, but OOPPS! to late, they are rubber! Well, only things interesting here is to see Rick Dean in this sequel.<br /><br />What can I say... don't rent it... watch it on TV, with friends, it is much more entertaining!",0
"It was easy for Sir Richard Attenborough to make Gandhi (1982)he was merely narrating a story of a great individual who walked on this planet not so long ago. Comparatively, it must have been a lot tougher for director Feroz Abbas Khan making his debut as a filmmaker to make Gandhi my father, pitting a shriveled anti-hero against an international hero, both of whom were historically real individuals, and ironically father and son. The events in the film are mostly real. Mahatma Gandhi lived as shown in the film, setting high moral standards for the world to follow. Yet these very standards overshadowed the aspirations of his eldest son Harilal to be a lawyer of repute like his father, to complete his education and get a job in India and thus provide income for his nuclear family.<br /><br />The film does not debunk Gandhi and his ideals. For Gandhi, his mission was larger than his family's aspirations. He loved his family and cared for them, though his thoughts for their appeasement were blinkered by his ideal of caring for the masses. He stood for equality and dignity among all persons and in his view to give special undue advantages to his own son overlooking other deserving persons went against the basis of what he preached. The film looks at an unusual case of parentingwhere an idealist parent places receding goalposts for a less-than-brilliant offspring. <br /><br />The film presents an unusual scenario that happened. A son marries his childhood sweetheart, upsetting his father. The father upsets his son's educational aspirations at several key junctures. The fragile link between a devoted son and a father breaks, as the son wants to stand on his own feet and care for his nuclear family. While the father gradually becomes the father of a nation, the son stumbles in valiant quest for identity and survival. His marriage breaks and seeks solace in religion, buffeting between Islam and Hinduism. Through all his tribulations his link to his mother remains, until she chides him for being drunk.<br /><br />Feroz Khan is essentially a director of plays making his foray into cinema. He wrote and directed the play Mahatma vs. Gandhi that had considerable impact on the Indian theater community. The play and the consequent film were based on two biographies, one by Chandulal Dalal and another by Nilamben Parekh, The success of the staged play was an evident reason for the commercial Bollywood actor Anil Kapoor to produce this noteworthy film. Every time a good director of plays attempts to direct cinema there is an evidence of a lack of confidence with the medium. Peter Brook is a great director of plays, but less competent as a film director. The opening shots of Khan's film promises great cinemaa derelict Harilal Gandhi is brought to Sion Hospital, Bombay (Mumbai) barely mumbling that his father is Bapu (the popular name of Mahatma Gandhi), father to an entire nation. The hospital authorities do not recognize him to be Mahatma Gandhi's eldest son, dying in poverty and loneliness. Apart from the dramatic opening, the film unfortunately merely presents a great story and some superb exterior shots of father and son meditating in silhouette. For an Indian film it does present some high production qualities that go hand in hand with a lack of interest for details (the clothes of most Indians in the film seem dust-free and freshly laundered, modern hairstyles of actors, and even Shefali Shetty playing Mohandas Gandhi's wife a century ago with plucked eyebrows), the bane of Indian cinema. Since Feroz Khan is a theater personality, he has invested much more effort in working with the actors in developing the characters rather than on cinematic details, somewhat like Sir Attenborough another person who is also a product of theater (Royal Academy of Dramatic Arts).<br /><br />Knowing quite well that to criticize Gandhi in any manner was asking for trouble, even when there was no direct criticism in the film, producer Anil Kapoor took a remarkable decision of not putting up posters of the film at accessible heights in India, fearing that some one could tear the poster or disrespect it intentionally or unintentionally. <br /><br />With all its mix of greatness and faults, Gandhi, my father throws several questions at the viewer. Is a mother-son bonding stronger than a father-son bonding in parenting? Is one's immediate family less important than humanity at large? Does one seek refuge in religion and alcohol only when worldly troubles are encountered? In this film, Harilal buffeted by adversities runs from one religion to another, while his father quotes scriptures ""Forgive them for they know not what they do"" when beaten and thrown on the ground by a South African policeman, convinced of the value of religion and convincing others as well.<br /><br />The film won the Best actress award at the Tokyo International Film Festival for Shefali Shetty (Shah) and an Indian award from critics. Feroze Khan and Anil Kapoor have handled a sensitive subject very well and elicited above-average performances from the ensemble of actors. I do hope the international success of the film paves the way for some able director to film another brilliant Indian play Girish Karnad's Tughlaq some day meeting international quality standards.",1
"David Arquette is a young and naive home security alarm<br /><br />salesman taken under the wing of Stanley Tucci. Arquette is a<br /><br />golden boy, scoring a big sale on his first call- to widow Kate<br /><br />Capshaw and her dopey son Ryan Reynolds. Things are going<br /><br />well for Arquette, he is appearing in commercials for the security<br /><br />firm and he is falling in love with Capshaw.<br /><br />Then Tucci and his right hand woman Mary McCormack let him in<br /><br />on a little secret- they sometimes break into the houses of their<br /><br />clients in order to scare them and to get their neighbors to buy<br /><br />security systems from the firm. Arquette decides not to get<br /><br />involved, taking Capshaw to meet his family, and going through life<br /><br />with a goofy smile on his face. Then, someone breaks into<br /><br />Capshaw's home and murders her and her son. Arquette suspects Tucci, and sets a series of traps, resulting in a gun to his<br /><br />boss' head as Tucci pleads his innocence.<br /><br />Based on a stage play, ""The Alarmist"" is not opened up well. The<br /><br />scenes where Arquette takes the Capshaw to meet his parents<br /><br />are badly played and completely unfunny. They are also out of line<br /><br />with the character Capshaw is playing, as she gets drunk and tells<br /><br />sexually explicit stories to Arquette's mom Michael Learned. Other<br /><br />than these scenes, Capshaw is not given much to do, but she<br /><br />does a lot with the little she is given.<br /><br />Stanley Tucci, looking just like Terry O'Quinn, is a riot as the<br /><br />security firm owner. He is a creep who really does not understand<br /><br />Arquette's moral revulsion. However, when he turns into a<br /><br />sniveling whiner after Arquette kidnaps him, he is hilarious. Mary<br /><br />McCormack seems to have been groomed for a bigger role, but<br /><br />she mostly stands around and agrees with Tucci. Ryan Reynolds<br /><br />is too old to play a dumb teenager, but he is funny, especially<br /><br />telling his own explicit sexual story to Arquette.<br /><br />The screenplay lurches from romantic comedy to dark comedy too<br /><br />soon. Capshaw meeting the parents is completely unmotivated,<br /><br />except to give her a reason to get out of town so someone can<br /><br />break into her house. Capshaw and Reynolds are in the film just<br /><br />to give Arquette a reason to take revenge on Tucci.<br /><br />Arquette, who has proven he is a good actor, is awful here. He<br /><br />relies on the constipated mugging that got him through those<br /><br />AT&T ads, and he is not a strong enough presence to build this<br /><br />weak film around. Actually, Reynolds might have been a better<br /><br />choice in the role.<br /><br />Dunsky's direction is good, nothing that will win an Oscar soon.<br /><br />Christophe Beck's light jazzy score recalls the type of film noir this<br /><br />film tries to be, and it is really catchy on top of that.<br /><br />Despite the pluses, Arquette's failure as a lead and the script's<br /><br />schizophrenic quality sinks the film. I do not recommend it.<br /><br />This is rated (R) for physical violence, gun violence, some gore,<br /><br />strong profanity, brief female nudity, sexual content, strong sexual<br /><br />references, and adult situations.",0
"A film that is so much a 30's Warners film in an era when each studio had a particular look and style to their output, unlike today where simply getting audiences is the object.<br /><br />Curitz was one of the quintessential Warners house directors working with tight economy and great efficiency whilst creating quality, working methods that were very much the requirements of a director at Warners, a studio that was one of the ""big five"" majors in this era producing quality films for their large chains of theatres.<br /><br />Even though we have a setting of the upper classes on Long Island there is the generic Warners style embedded here with a narrative that could have been ""torn from the headlines"". Another example is the when the photographers comment on the girls legs early in the film and she comments that ""They're not the trophies"" gives the film a more working mans, down to earth feel, for these were the audiences that Warners were targeting in the great depression. (ironically Columbia and Universal were the two minors under these five majors until the 50's when their involvement in television changed their fortunes - they would have made something like this very cheaply and without the polish and great talent) Curtiz has created from an excellent script a film that moves along at a rapid pace whilst keeping the viewer with great camera angles and swift editing.<br /><br />Thank heavens there is no soppy love interest sub-plot so the fun can just keep rolling along.",1
"Madhur Bhandarkar has given it all raw. But the best part is he hasn't forgotten to give the ingredients. It has come short and crisp to the viewer and it is the audience to make the choice now. Page 3 is a revelation of the naked truth irrespective of the crudeness attached to it.<br /><br />Madhavi (Konkan Sharma) is a journalist and enjoys her work. A simple and peaceful life adores her with a caring boyfriend and a nice roommate Pearl. She covers the Page 3 (Celebrity Page) of Nation Today, where she has a very supportive editor Deepak Suri (Boman Irani.) But life takes turn for her as she hits the first bump and takes herself away from Page 3 and goes into Crime bit. Omigosh! a whole new world was waiting for her there. She is shocked, excited, stunned with the revelation. Her reaction has resulted in losing the job. At the end she is back to Page 3. Now when she meets any celebrity in a party, she knows the actual looks of each, hidden under the illusive face.<br /><br />The movie has a message and it is crude. The audience needs to get it in their own color. The theme and the screenplay was fantastic. There are some very good thoughts applied to prepare the audiences. Like the foreplay-club is shown before the pedophiliac exhibition, the short suspense before gay-actions in bathroom. The dialogs are strong and the actors are really good at delivering it. Charu Mohanty's 2 words speaks volumes and he is very successful in uttering those two words with such ingenuity, it leaves an impact. The set selections could have been better. The songs don't stand anywhere; but they were needed in the background. Atul Kulkarni has a small role with high-impact. There were a few flaws visible. Atul Kulkarni explaining Konkan Sharma that honesty should be tagged along with intelligence. There could have been a better dialog as this sounds like a preach. The meeting between Thapar and his daughter doesn't call for acting. That scene looks very unprofessional.<br /><br />Overall it is a must-watch movie with selective options before the pedophilia incident. That may spoil your mood.",1
"I liked how this started out, featuring some decent special-effects especially for a film 50 years old. There was some pretty impressive scenery. However, the film bogs down fairly early on with some very dumb dialog as the males all try to flirt with Anne Francis ""Altaira Morbius."")<br /><br />Viewing this in the '90s after a long absence, it was fun to see Francis again, an actress who has done mostly television shows since this film was released....and is still acting. It also was interesting to see a young-looking Leslie Nielsen (""Dr. John J. Adams""), who I wouldn't have recognized had it not been for this voice <br /><br />I watched half of this movie before the boredom came almost overwhelming and I had a strong desire to go to sleep. I appreciated them re-doing this VHS tape in stereo. but it was a weak effort. This is one those overrated film where ""elites"" think is so ""heavy"" and ""thought-provoking."" That's nonsense. It only appeared ""intelligent"" because the rest of the '50s sci-fi films were so stupid!!<br /><br />Some if the early scenes would have looked great on wideescreen, which I didn't have at the time of this writing. Perhaps another look - this time on the 2.35:1 widescreen transfer would make me change this review.",0
"Steven Seagal....how could you be a part of such an awful film? I rented this movie because your movies usually have been pretty clean. I have lost a lot of respect for you being in an awful movie such as this one. Very, very poor taste! I am embarrassed that I even rented this movie. Steven, if you keep acting in movies like this one, I believe that your career is over. My husband and I have enjoyed watching many of your movies because you always can ""get the bad guy"" with a few hand maneuvers and make it clean...and also the language is pretty clean in your movies...but this one is something else. I will think twice before I rent another movie of yours.",0
"Laputa: castle in the sky is the bomb. The message is as strong as his newer works and more pure, fantastic and flying pirates how could it be any better! The art is totally amazing and the soundtrack, which is reused many times after this, (im not sure if this was the first time i heard it) and evokes in me the most emotional sentimental response of any movie soundtrack. Sheeta, the female lead in this movie is totally awesome and the boy, Pazu is also a great role-model--he lives on his own! The plot is classic Miyazaki. I won't give it away, but the end is really great. I rank this as one of Miyazaki's three best with Nausicaa and Spirited Away. Also you may want to check out Howl's Moving Castle when it comes out (sometime next year i hope) If you like Miyazaki check this one out as it readily available in the USA. Enjoy, Piper A",1
"Watching this movie was a waste of time. I was tempted to leave in the middle of the movie, but I resisted. I don't know what Ridley Scott intended, but I learned that in the army, women get as stupid as men. They learn to spit, to insult and to fight in combat, and that's also a waste of time (in my opinion). And, anyway, what the hell was that final scene in Lybia? Are they still fighting Gadafi or is it that it's easy for everyone to believe islamic people are always a danger?",0
"The three main characters are very well portrayed, especially Anisio by rock musician turned into first time actor Paulo Miklos. He is extremely convincing as the lower class trespasser/invader. The film shows very well the snowball effect of getting involved in ever more shady business, the contrast and similarities between the lower and higher classes. How everyone gets carried away by greed and ambition. 9-9,5 out of 10.",1
"This flick was a blow to me. I guess little girls should aspire to be nothing more than swimsuit models, home makers or mistresses, since that seems to be all they'll ever be portrayed as anyway. It is truly saddening to see an artist's work and life being so unjustly misinterpretated. Inconcievably (or perhaps it should have been expected), Artemisia's entire character and all that she stands for, had been reduced to a standard Hollywood, female character; a pitiful, physically flawless, helpless little creature, displaying none of the character traits that actually got her that place in history which was being mutilated here. Sadder yet, was to see that a great part of the audience was too badly educated in the area to comprehend the incredible gap between the message conveyed in the film, and reality. To portray the artist as someone in love with her real-life rapist, someone whom she in reality accused of raping her even when under torture, just plain pisses me off. If the director had nothing more substantial to say she should have refrained from basing her story on a real person.",0
"Dolph Lundgren broods and scowls his way through this incoherent mystery/thriller that's not nearly as cool as the box would have you believe. He is actually quite good here, but the story is a mess of B-movie cliches (detectives, revenge, tycoons, hookers, S&M) that looks like it was made up as they went along. The film picks up a bit in the second half but for a more decent Lundgren flick, rent RED SCORPION instead.",0
"How has this piece of crap stayed on TV this long? It's terrible. It makes me want to shoot someone. It's so fake that it is actually worse than a 1940s sci-fi movie. I'd rather have a stroke than watch this nonsense. I remember watching it when it first came out. I thought, hey this could be interesting, then I found out how absolutely, insanely, ridiculously stupid it really was. It was so bad that I actually took out my pocket knife and stuck my hand to the table.<br /><br />Please people, stop watching this and all other reality shows, they're the trash that is jamming the networks and canceling quality programming that requires some thought to create.",0
